1229	in	6		
641	in	2		
867	in	4		
1091	in	10		
657	in	10		
1371	in	6		
628	in	4		
461	in	5		
1193	in	4		
55	in	3		
1384	in	4		
160	in	3		
508	in	9		
377	in	11		
1117	in	11		
662	in	2		
298	in	2		
1037	in	3		
1330	in	3		
893	in	7		
362	in	4		
842	in	15		
981	in	3		
1160	in	2		
680	in	3		
1338	in	4		
1167	in	3		
1287	in	6		
247	in	6		
1124	in	2		
79	in	9		
226	in	12		
1209	in	5		
694	in	4		
99	in	20		
883	in	9		
872	in	2		
1315	in	3		
1249	in	3		
645	in	11		
1364	in	11		
1223	in	9		
1040	in	17		
380	in	9		
998	in	3		
745	in	8		
10042701	in	2		
1372	in	11		
1259	in	5		
1097	in	9		
278	in	7		
1367	in	2		
465	in	6		
943	in	4		
1375	in	2		
1297	in	5		
115	in	10		
1382	in	9		
1366	in	8		
69	in	9		
1414	in	2		
479	in	4		
395	in	9		
98	in	7		
1339	in	5		
307	in	17		
188	in	13		
321	in	9		
941	in	7		
254	in	11		
10109501	in	2		
1222	in	6		
732	in	4		
708	in	4		
10020101	in	7		
326	in	7		
286	in	8		
499	in	13		
804	in	5		
352	in	6		
346	in	10		
15	in	11		
1064	in	12		
128	in	9		
797	in	3		
1125	in	8		
690	in	10		
1049	in	7		
655	in	10		
1318	in	5		
255	in	10		
1383	in	7		
192	in	3		
777	in	7		
276	in	9		
1068	in	6		
703	in	2		
691	in	12		
852	in	4		
1413	in	3		
1301	in	3		
1011	in	4		
1202	in	2		
882	in	2		
1290	in	2		
327	in	9		
1232	in	7		
1263	in	2		
1157	in	3		
918	in	2		
1252	in	11		
1073	in	3		
1377	in	12		
283	in	9		
475	in	12		
783	in	3		
1254	in	11		
422	in	10		
1047	in	10		
447	in	6		
355	in	5		
249	in	2		
741	in	18		
1029	in	2		
1156	in	14		
215	in	9		
643	in	13		
1213	in	7		
1271	in	5		
85	in	7		
81	in	9		
1210	in	2		
621	in	7		
870	in	2		
948	in	4		
19	in	7		
292	in	5		
1405	in	10		
49	in	9		
10042708	in	2		
448	in	4		
1346	in	2		
202	in	8		
484	in	3		
959	in	5		
127	in	7		
829	in	4		
141	in	11		
1152	in	5		
1264	in	9		
991	in	5		
310	in	9		
1045	in	3		
189	in	12		
808	in	9		
1281	in	4		
762	in	8		
1012	in	2		
818	in	3		
965	in	2		
336	in	10		
10061101	in	2		
892	in	5		
932	in	6		
819	in	9		
304	in	14		
359	in	14		
78	in	8		
213	in	2		
833	in	8		
82	in	8		
408	in	6		
605	in	8		
93	in	12		
1303	in	6		
291	in	6		
537	in	8		
358	in	3		
995	in	5		
394	in	7		
969	in	6		
56	in	7		
1215	in	3		
594	in	8		
1415	in	6		
224	in	10		
185	in	7		
436	in	2		
1360	in	6		
1340	in	2		
10067902	in	2		
994	in	3		
142	in	10		
129	in	7		
10086602	in	12		
1181	in	8		
646	in	9		
111	in	7		
684	in	5		
664	in	7		
791	in	6		
630	in	11		
1179	in	2		
764	in	6		
1147	in	5		
1245	in	3		
214	in	4		
261	in	3		
293	in	7		
374	in	6		
820	in	3		
486	in	8		
647	in	2		
738	in	7		
167	in	7		
909	in	3		
908	in	2		
496	in	4		
933	in	3		
993	in	2		
84	in	12		
731	in	6		
1345	in	3		
397	in	7		
1183	in	2		
46	in	7		
294	in	8		
1203	in	6		
42	in	5		
1236	in	11		
1003	in	3		
17	in	9		
21	in	8		
1015	in	10		
506	in	2		
977	in	3		
1163	in	5		
32	in	8		
504	in	8		
442	in	9		
387	in	23		
656	in	10		
1070	in	4		
673	in	5		
748	in	9		
875	in	10		
1059	in	14		
488	in	6		
44	in	4		
248	in	3		
1312	in	2		
186	in	10		
1075	in	8		
851	in	4		
1154	in	2		
354	in	7		
723	in	7		
1266	in	2		
104	in	9		
200	in	16		
1299	in	11		
443	in	7		
859	in	2		
613	in	6		
1389	in	6		
333	in	9		
329	in	9		
1005	in	11		
10000602	in	7		
381	in	7		
330	in	16		
757	in	4		
898	in	3		
515	in	2		
832	in	11		
10042707	in	2		
728	in	5		
1225	in	2		
388	in	7		
1314	in	9		
1355	in	6		
946	in	5		
1025	in	4		
1164	in	10		
837	in	5		
3	in	4		
439	in	10		
1208	in	9		
1358	in	2		
243	in	4		
0	in	9		
468	in	6		
244	in	2		
1098	in	3		
1113	in	2		
325	in	2		
429	in	10		
1054	in	10		
208	in	4		
747	in	8		
884	in	2		
196	in	7		
1288	in	9		
906	in	8		
1048	in	9		
1343	in	8		
373	in	8		
252	in	6		
809	in	16		
1050	in	12		
816	in	9		
1379	in	5		
863	in	9		
102	in	14		
593	in	6		
365	in	6		
626	in	10		
76	in	12		
712	in	2		
485	in	10		
221	in	3		
550	in	5		
1112	in	5		
665	in	9		
1017	in	5		
1004	in	3		
963	in	11		
547	in	8		
1148	in	5		
403	in	8		
576	in	9		
457	in	11		
528	in	10		
743	in	9		
854	in	2		
446	in	7		
83	in	4		
564	in	8		
827	in	6		
1008	in	12		
947	in	14		
29	in	11		
544	in	12		
602	in	6		
364	in	13		
1057	in	3		
847	in	10		
1087	in	4		
495	in	8		
490	in	9		
936	in	3		
730	in	4		
923	in	9		
951	in	7		
512	in	3		
48	in	8		
1001	in	11		
868	in	12		
1066	in	8		
857	in	2		
45	in	3		
133	in	7		
1018	in	4		
91	in	17		
1083	in	6		
150	in	7		
1295	in	2		
689	in	12		
1021	in	5		
159	in	6		
1220	in	4		
386	in	13		
1121	in	9		
463	in	9		
8	in	12		
668	in	14		
398	in	6		
1065	in	5		
736	in	5		
860	in	4		
1140	in	9		
1067	in	4		
10092403	in	2		
675	in	7		
266	in	5		
407	in	8		
1084	in	7		
300	in	7		
760	in	6		
880	in	4		
749	in	4		
94	in	7		
122	in	9		
68	in	12		
123	in	15		
158	in	3		
1230	in	2		
686	in	10		
1251	in	6		
1139	in	10		
473	in	9		
1002	in	30		
591	in	5		
910	in	10		
876	in	3		
297	in	7		
845	in	12		
456	in	10		
72	in	9		
740	in	7		
1082	in	4		
1019	in	6		
1411	in	2		
1128	in	7		
885	in	7		
1109	in	2		
464	in	5		
360	in	3		
375	in	8		
585	in	2		
979	in	3		
411	in	6		
583	in	9		
143	in	3		
999	in	6		
1311	in	6		
573	in	7		
10092402	in	5		
1256	in	2		
1191	in	4		
886	in	5		
335	in	11		
223	in	8		
356	in	13		
194	in	14		
1276	in	5		
1145	in	9		
1115	in	3		
1277	in	2		
9	in	2		
840	in	7		
578	in	11		
1327	in	4		
530	in	7		
334	in	11		
1237	in	12		
887	in	9		
273	in	9		
822	in	3		
1226	in	2		
1409	in	2		
1035	in	8		
807	in	3		
134	in	5		
972	in	7		
524	in	2		
830	in	2		
1206	in	11		
231	in	2		
195	in	7		
177	in	5		
67	in	6		
63	in	4		
343	in	9		
114	in	10		
348	in	14		
1165	in	4		
540	in	11		
43	in	8		
629	in	7		
560	in	3		
57	in	6		
555	in	10		
450	in	5		
782	in	9		
4	in	7		
1013	in	9		
1238	in	5		
344	in	14		
155	in	6		
227	in	10		
1350	in	15		
1347	in	6		
61	in	2		
197	in	7		
826	in	4		
985	in	3		
756	in	4		
861	in	2		
287	in	14		
916	in	3		
1166	in	9		
180	in	6		
217	in	8		
