1229	in	6	1	
641	in	2		
867	in	4	2	
1091	in	10		
657	in	10		
1371	in	6	112	112
628	in	4		
461	in	5		
1193	in	4		
55	in	3	104	104
1384	in	4		
160	in	3		
508	in	9		3
377	in	11		4
1117	in	11		5
662	in	2	41	41
298	in	2	90	90
1037	in	3		
1330	in	3		
893	in	7		
362	in	4		
842	in	15		
981	in	3		
1160	in	2		
680	in	3		
1338	in	4	101	101
1167	in	3		
1287	in	6		
247	in	6		6
1124	in	2		
79	in	9		
226	in	12		
1209	in	5	27	27
694	in	4		
99	in	20		7
883	in	9		
872	in	2		
1315	in	3	60	60
1249	in	3		
645	in	11		
1364	in	11		8
1223	in	9		
1040	in	17		
380	in	9		9
998	in	3		
745	in	8		
10042701	in	2		
1372	in	11	10	
1259	in	5		
1097	in	9		
278	in	7		
1367	in	2	30	30
465	in	6		
943	in	4		
1375	in	2		
1297	in	5	14	14
115	in	10		
1382	in	9		
1366	in	8		
69	in	9		
1414	in	2		
479	in	4		
395	in	9		11
98	in	7		
1339	in	5	64	64
307	in	17		
188	in	13		12
321	in	9		
941	in	7		
254	in	11		
10109501	in	2		
1222	in	6	44	44
732	in	4		
708	in	4		
10020101	in	7		
326	in	7		
286	in	8		
499	in	13		
804	in	5	13	
352	in	6		
346	in	10		
15	in	11		
1064	in	12		
128	in	9		
797	in	3	90	90
1125	in	8		
690	in	10		14
1049	in	7		
655	in	10		
1318	in	5	97	97
255	in	10		
1383	in	7	15	15
192	in	3		
777	in	7		
276	in	9		
1068	in	6		
703	in	2		
691	in	12		
852	in	4		
1413	in	3	43	43
1301	in	3	50	50
1011	in	4		
1202	in	2		
882	in	2	91	91
1290	in	2		
327	in	9	70	70
1232	in	7		
1263	in	2		
1157	in	3		
918	in	2		
1252	in	11		
1073	in	3		
1377	in	12		
283	in	9		
475	in	12	15	16
783	in	3		
1254	in	11	17	
422	in	10		
1047	in	10		
447	in	6		
355	in	5	18	
249	in	2		
741	in	18		
1029	in	2		
1156	in	14		19
215	in	9		
643	in	13		
1213	in	7		
1271	in	5	113	113
85	in	7		
81	in	9		
1210	in	2		
621	in	7		
870	in	2		
948	in	4	3	3
19	in	7		
292	in	5		
1405	in	10	35	35
49	in	9		
10042708	in	2		
448	in	4		
1346	in	2	103	103
202	in	8		
484	in	3		
959	in	5		
127	in	7	9	9
829	in	4	18	
141	in	11		
1152	in	5		
1264	in	9		
991	in	5	68	68
310	in	9	20	
1045	in	3		
189	in	12		
808	in	9		
1281	in	4		
762	in	8		
1012	in	2		6
818	in	3	52	52
965	in	2	92	92
336	in	10		
10061101	in	2		
892	in	5	21	
932	in	6		
819	in	9		
304	in	14	22	23
359	in	14		
78	in	8		
213	in	2		
833	in	8		
82	in	8	24	
408	in	6		
605	in	8	25	
93	in	12		
1303	in	6		
291	in	6	26	
537	in	8		
358	in	3		
995	in	5		
394	in	7		
969	in	6		
56	in	7		27
1215	in	3		28
594	in	8		
1415	in	6	1	1
224	in	10		
185	in	7		
436	in	2	80	80
1360	in	6		29
1340	in	2		
10067902	in	2	92	92
994	in	3		
142	in	10		
129	in	7	30	
10086602	in	12		
1181	in	8		
646	in	9		
111	in	7	79	79
684	in	5		
664	in	7		
791	in	6		
630	in	11		
1179	in	2		
764	in	6	44	44
1147	in	5		
1245	in	3		
214	in	4	14	14
261	in	3		
293	in	7	29	
374	in	6		
820	in	3	14	14
486	in	8		
647	in	2		
738	in	7		31
167	in	7		
909	in	3		
908	in	2	75	75
496	in	4	100	100
933	in	3		
993	in	2		
84	in	12		
731	in	6		
1345	in	3	32	
397	in	7		
1183	in	2	29	29
46	in	7		
294	in	8		33
1203	in	6	112	112
42	in	5	91	91
1236	in	11		
1003	in	3		
17	in	9		
21	in	8	12	
1015	in	10		
506	in	2	75	75
977	in	3		
1163	in	5	108	108
32	in	8		
504	in	8		
442	in	9		
387	in	23		
656	in	10		
1070	in	4		
673	in	5		
748	in	9	34	
875	in	10		
1059	in	14	35	
488	in	6		
44	in	4	48	48
248	in	3	91	91
1312	in	2		
186	in	10		
1075	in	8		
851	in	4	104	104
1154	in	2		
354	in	7		
723	in	7		
1266	in	2		
104	in	9		
200	in	16		
1299	in	11		
443	in	7	36	37
859	in	2	40	40
613	in	6		27
1389	in	6	20	20
333	in	9		
329	in	9		
1005	in	11		
10000602	in	7		
381	in	7		
330	in	16	96	96
757	in	4		
898	in	3	13	13
515	in	2		
832	in	11		
10042707	in	2		
728	in	5		
1225	in	2		
388	in	7	11	
1314	in	9		
1355	in	6		
946	in	5	38	
1025	in	4		
1164	in	10		39
837	in	5		
3	in	4	63	63
439	in	10		
1208	in	9		
1358	in	2		
243	in	4		
0	in	9		
468	in	6		
244	in	2	40	40
1098	in	3		
1113	in	2		
325	in	2	67	67
429	in	10		
1054	in	10	40	
208	in	4	41	
747	in	8		
884	in	2	80	80
196	in	7		
1288	in	9		
906	in	8	42	43
1048	in	9		
1343	in	8		
373	in	8		
252	in	6		
809	in	16		
1050	in	12		
816	in	9		
1379	in	5	46	46
863	in	9		
102	in	14		
593	in	6		
365	in	6		
626	in	10		
76	in	12		
712	in	2		
485	in	10		
221	in	3		
550	in	5		
1112	in	5		
665	in	9	70	70
1017	in	5	71	71
1004	in	3		
963	in	11	34	34
547	in	8		
1148	in	5		
403	in	8		44
576	in	9		
457	in	11		
528	in	10		
743	in	9		
854	in	2		
446	in	7		
83	in	4	79	79
564	in	8		
827	in	6		
1008	in	12		
947	in	14		45
29	in	11	64	64
544	in	12		
602	in	6	39	39
364	in	13		
1057	in	3	19	19
847	in	10		
1087	in	4		
495	in	8		46
490	in	9		
936	in	3		
730	in	4	78	78
923	in	9	45	
951	in	7		
512	in	3		
48	in	8		
1001	in	11		
868	in	12		47
1066	in	8		
857	in	2		
45	in	3		31
133	in	7	44	46
1018	in	4	3	3
91	in	17		
1083	in	6		
150	in	7		
1295	in	2		
689	in	12		
1021	in	5		
159	in	6		
1220	in	4	48	
386	in	13		
1121	in	9		
463	in	9		
8	in	12	49	
668	in	14		
398	in	6		
1065	in	5		
736	in	5	50	
860	in	4	24	24
1140	in	9		
1067	in	4	19	19
10092403	in	2	6	6
675	in	7		
266	in	5		
407	in	8		51
1084	in	7		
300	in	7		
760	in	6		
880	in	4		52
749	in	4		
94	in	7		
122	in	9		
68	in	12	53	
123	in	15	5	
158	in	3	41	
1230	in	2		
686	in	10		
1251	in	6		
1139	in	10		26
473	in	9		
1002	in	30	54	
591	in	5		
910	in	10		
